,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
2633,Golf,Petrol,2.0,Automatic,38933,5,306,2018,39.8,Hatchback,163,PUREWHITE,26200
2634,Golf,Petrol,2.0,Automatic,25238,5,306,2018,39.2,Estate,164,WHITE,26000
2635,Golf,Petrol,2.0,Automatic,40362,5,296,2019,32.8,Hatchback,164,DEEPBLACKPEARL,26000
2636,Golf,Petrol,2.0,Automatic,35255,5,306,2018,39.8,Hatchback,163,WHITE,26000
2637,Golf,Petrol,2.0,Manual,19368,5,306,2018,35.8,Hatchback,180,BLACK,26000
2638,Golf,Petrol,2.0,Automatic,47003,5,306,2018,39.8,Hatchback,163,LAPIZBLUE,25500
2639,Golf,Petrol,2.0,Automatic,26674,5,306,2017,39.8,Hatchback,163,INDIUMGREY,25500
2640,Golf,Petrol,2.0,Manual,20866,5,306,2018,35.8,Hatchback,180,BLACK,25500
2641,Tiguan,Diesel,2.0,Automatic,49410,5,187,2017,49.6,Estate,149,PUREWHITE,25400
2642,Tiguan,Diesel,2.0,Manual,45737,5,148,2018,58.9,Estate,125,PUREWHITE,25400
2643,Arteon,Diesel,2.0,Automatic,25812,5,187,2019,50.4,Hatchback,121,PyriteSilverMetallic,25350
2644,Tiguan,Petrol,1.4,Automatic,23212,5,148,2018,40.4,Estate,163,GREY,25300
2645,Touareg,Diesel,3.0,Automatic,54493,5,259,2017,42.8,Estate,174,PUREWHITE,25000
2646,Golf,Petrol,2.0,Automatic,52926,5,306,2018,39.8,Hatchback,163,BLUE,25000
2647,Golf,Petrol,2.0,Manual,10642,3,241,2019,37.7,Hatchback,154,PUREWHITE,25000
2648,Touareg,Diesel,3.0,Automatic,54783,5,258,2016,42.8,Estate,174,PUREWHITE,24900
2649,Tiguan,Diesel,2.0,Manual,38216,5,148,2018,58.9,Estate,125,PUREWHITE,24500
2650,Tiguan,Diesel,2.0,Automatic,46312,5,148,2020,46.3,Estate,130,DEEPBLACKPEARL,24300
2651,T-Roc,Petrol,1.5,Manual,34409,5,148,2019,42.2,Hatchback,123,DEEPBLACKPEARL,24200
2652,Golf,Petrol,2.0,Automatic,11270,5,227,2018,44.1,Hatchback,148,BLACK,23700
2653,Golf,HybridPetrol,1.4,Automatic,16196,5,201,2017,99.99,Hatchback,38,ATLANTICBLUE,23500
2654,Tiguan,Diesel,2.0,Automatic,49644,5,148,2019,39.8,Estate,146,RUBYRED,23500
2655,T-Roc,Diesel,1.6,Manual,9655,5,114,2020,50.4,Hatchback,115,GREY,23200
2656,Golf,Petrol,2.0,Automatic,65121,5,306,2018,39.8,Hatchback,163,BLACK,23000
2657,Golf,Petrol,2.0,Automatic,38886,5,298,2015,39.8,Hatchback,159,BLUE,22600
2658,Passat,Diesel,2.0,Manual,15743,5,148,2020,55.4,Estate,108,URANOGREY,22500
2659,Tiguan,Diesel,2.0,Automatic,37273,5,148,2018,57.7,Estate,129,WHITE,22500
2660,Golf,Diesel,2.0,Manual,23278,5,182,2018,60.1,Hatchback,119,DEEPBLACKPEARL,22500
2661,Golf,Petrol,2.0,Manual,12994,5,227,2018,44.1,Hatchback,148,BLACK,22500
2662,Golf,Diesel,2.0,Manual,14586,5,182,2018,60.1,Hatchback,119,BLUE,22500
2663,Golf,Electric,2.1,Automatic,20289,5,134,2019,1.0,Hatchback,0,SILVER,22500
2664,Golf,Diesel,2.0,Manual,14862,5,182,2018,60.1,Hatchback,119,GREY,22500
2665,Tiguan,Diesel,2.0,Automatic,31635,5,148,2017,49.6,Estate,149,GREY,22400
2666,T-Roc,Petrol,1.5,Manual,20396,5,148,2018,53.3,Hatchback,121,BLUE,22300
2667,Arteon,Diesel,2.0,Automatic,55642,5,187,2018,50.4,Saloon,121,GREY,22200
2668,Arteon,Diesel,2.0,Automatic,30596,5,148,2018,52.3,Saloon,116,URANOGREY,22100
2669,Golf,Petrol,2.0,Manual,16368,5,227,2018,44.1,Hatchback,148,BLUE,22100
2670,Touareg,Diesel,3.0,Automatic,38936,5,258,2015,42.8,Estate,174,PUREWHITE,22000
2671,Polo,Petrol,2.0,Automatic,15029,5,197,2019,39.8,Hatchback,136,BLACK,21900
2672,Touareg,Diesel,3.0,Automatic,57445,5,258,2015,42.8,Estate,174,PUREWHITE,21700
2673,Scirocco,Petrol,2.0,Automatic,45564,2,278,2017,34.9,Coupe,187,DEEPBLACKPEARL,21600
2674,Golf,Petrol,2.0,Manual,30275,5,227,2018,44.1,Hatchback,148,DEEPBLACKPEARL,21500
