,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
26,500,Petrol,1.2L,Manual,"15,541 miles",3,68 bhp,2019 (19),49.6,Hatchback,115 g/km,BLACK,"£9,800"
27,500,Petrol,1.2L,Manual,"36,832 miles",2,68 bhp,2018 (68),48.7,Convertible,116 g/km,Glam Coral Pastel,"£9,800"
28,500,Petrol,1.2L,Manual,"7,771 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,GREY,"£9,700"
29,500,Petrol,1.2L,Manual,"7,971 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,BLACK,"£9,700"
30,500,Petrol,1.2L,Manual,"16,989 miles",3,68 bhp,2019 (19),49.6,Hatchback,115 g/km,BLACK,"£9,700"
31,500,Petrol,1.2L,Manual,"19,692 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,GREY,"£9,600"
32,500,Petrol,1.2L,Manual,"13,308 miles",3,68 bhp,2019 (19),46.3,Hatchback,123 g/km,Tech House Grey pastel,"£9,600"
33,500,Petrol,1.2L,Manual,"16,725 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,GREY,"£9,500"
34,500,Petrol,1.2L,Manual,"9,125 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,GREY,"£9,500"
35,500,Petrol,1.2L,Manual,"16,090 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,GREEN,"£9,400"
36,500,Petrol,1.2L,Manual,"27,172 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,WHITE,"£9,300"
37,500X,Petrol,1.4L,Manual,"64,238 miles",5,140 bhp,2015 (15),47.1,Hatchback,139 g/km,Fashion Grey metallic,"£9,200"
38,500,Petrol,1.2L,Manual,"16,552 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,GREY,"£9,100"
39,500,Petrol,1.2L,Manual,"27,535 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,WHITE,"£9,000"
40,500,Petrol,1.2L,Manual,"18,725 miles",3,68 bhp,2018 (18),49.6,Hatchback,115 g/km,Tech House Grey pastel,"£9,000"
41,500,Petrol,1.2L,Manual,"12,230 miles",3,68 bhp,2018 (68),46.3,Hatchback,123 g/km,Pasodoble Red special pastel,"£9,000"
42,500,Petrol,1.2L,Manual,"7,054 miles",3,68 bhp,2019 (19),49.6,Hatchback,115 g/km,BLACK,"£9,000"
43,500,Petrol,1.2L,Manual,"15,939 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,GREY,"£9,000"
44,500,Petrol,1.2L,Manual,"8,097 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,Avantgarde Bordeaux Metallic,"£8,800"
45,500X,Petrol,1.6L,Manual,"52,403 miles",5,108 bhp,2016 (16),47.1,Hatchback,139 g/km,RED,"£8,800"
46,500,Petrol,1.2L,Manual,"28,862 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,GREY,"£8,700"
47,500X,Diesel,1.2L,Manual,"51,258 miles",5,94 bhp,2016 (16),68.9,Hatchback,107 g/km,BLACK,"£8,600"
48,500,Petrol,1.2L,Manual,"24,162 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,WHITE,"£8,600"
49,500,Petrol,1.2L,Manual,"29,518 miles",3,68 bhp,2018 (68),49.6,Hatchback,115 g/km,RED,"£8,500"
50,500,Petrol,1.2L,Manual,"31,049 miles",3,68 bhp,2018 (18),49.6,Hatchback,115 g/km,Tech House Grey pastel,"£8,500"
51,500,Petrol,1.2L,Manual,"24,750 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,RED,"£8,400"
52,500,Petrol,1.2L,Manual,"14,053 miles",3,69 bhp,2016 (66),60.1,Hatchback,110 g/km,BLACK,"£8,400"
53,500,Petrol,1.2L,Manual,"19,401 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,GREY,"£8,400"
54,500,Petrol,1.2L,Automatic,"53,921 miles",3,69 bhp,2016 (65),62.8,Hatchback,105 g/km,GREEN,"£8,400"
55,500,Petrol,1.2L,Manual,"15,415 miles",3,68 bhp,2018 (68),57.6,Hatchback,115 g/km,RED,"£8,300"
56,500,Petrol,1.2L,Manual,"30,558 miles",3,69 bhp,2018 (18),60.1,Hatchback,110 g/km,RED,"£8,300"
57,500,Petrol,1.2L,Manual,"33,173 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,RED,"£8,200"
58,500,Petrol,1.2L,Manual,"26,339 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,GREEN,"£8,000"
59,500,Petrol,1.2L,Manual,"38,114 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,GREEN,"£8,000"
60,500,Petrol,1.2L,Manual,"32,713 miles",3,69 bhp,2017 (67),60.1,Hatchback,110 g/km,GREY,"£8,000"
61,500,Petrol,0.9L,Manual,"16,247 miles",3,85 bhp,2016 (66),74.3,Hatchback,90 g/km,YELLOW,"£7,700"
62,500,Petrol,1.2L,Manual,"41,082 miles",3,69 bhp,2016 (66),60.1,Hatchback,110 g/km,Crossover Black metallic,"£7,600"
63,500,Petrol,1.2L,Automatic,"59,854 miles",3,69 bhp,2015 (65),61.4,Hatchback,108 g/km,BEIGE,"£7,500"
64,500,Petrol,1.2L,Manual,"27,179 miles",3,69 bhp,2015 (65),60.1,Hatchback,110 g/km,RED,"£7,400"
65,500,Petrol,1.2L,Manual,"40,209 miles",3,69 bhp,2016 (16),60.1,Hatchback,110 g/km,GREEN,"£7,100"
66,500,Petrol,1.2L,Manual,"31,172 miles",3,69 bhp,2015 (65),60.1,Hatchback,110 g/km,GREEN,"£7,000"
67,500,Petrol,0.9L,Manual,"44,049 miles",3,85 bhp,2015 (65),70.6,Hatchback,92 g/km,GREY,"£6,900"
68,500,Petrol,1.2L,Manual,"42,945 miles",3,69 bhp,2016 (16),60.1,Hatchback,110 g/km,GREEN,"£6,900"
69,500,Petrol,1.2L,Manual,"9,896 miles",3,69 bhp,2016 (65),60.1,Hatchback,110 g/km,WHITE,"£6,800"
70,500,Petrol,1.2L,Manual,"45,012 miles",3,69 bhp,2016 (16),60.1,Hatchback,110 g/km,GREEN,"£6,000"
71,500,Petrol,1.2L,Manual,"53,881 miles",3,69 bhp,2017 (66),60.1,Hatchback,110 g/km,WHITE,"£5,900"
