,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
267,Polo,Petrol,1.0L,Manual,"36,299 miles",5,94 bhp,2018 (18),64.2,Hatchback,101 g/km,ORANGE,"£12,000"
268,Polo,Petrol,1.2L,Manual,"24,102 miles",5,89 bhp,2017 (67),60.1,Hatchback,107 g/km,BLACK,"£11,900"
269,Polo,Petrol,1.4L,Manual,"56,103 miles",5,148 bhp,2016 (66),61.4,Hatchback,107 g/km,WHITE,"£11,900"
270,Passat,Diesel,1.6L,Manual,"36,416 miles",4,118 bhp,2016 (66),70.6,Saloon,105 g/km,BLUE,"£11,900"
271,Polo,Petrol,1.2L,Automatic,"30,628 miles",5,89 bhp,2016 (66),60.1,Hatchback,109 g/km,WHITE,"£11,900"
272,Polo,Petrol,1.0L,Manual,"48,865 miles",5,94 bhp,2018 (18),64.2,Hatchback,101 g/km,SILVER,"£11,800"
273,Passat,Diesel,2.0L,Manual,"66,414 miles",4,148 bhp,2016 (16),68.9,Saloon,109 g/km,TUNGSTEN SILVER,"£11,800"
274,Polo,Petrol,1.2L,Manual,"19,585 miles",5,89 bhp,2017 (67),60.1,Hatchback,107 g/km,GREY,"£11,750"
275,Passat,Diesel,2.0L,Manual,"78,812 miles",5,148 bhp,2016 (66),67.3,Estate,110 g/km,BLUE,"£11,700"
276,Polo,Petrol,1.2L,Manual,"29,424 miles",5,89 bhp,2017 (17),60.1,Hatchback,107 g/km,BLACK,"£11,700"
277,Jetta,Petrol,1.4L,Manual,"52,204 miles",5,123 bhp,2015 (65),53.3,Estate,120 g/km,BLUE,"£11,700"
278,Polo,Petrol,1.0L,Manual,"36,937 miles",5,94 bhp,2018 (68),64.2,Hatchback,101 g/km,SILVER,"£11,500"
279,Polo,Petrol,1.2L,Manual,"20,478 miles",5,89 bhp,2017 (17),60.1,Hatchback,107 g/km,BLACK,"£11,500"
280,Polo,Petrol,1.2L,Manual,"23,657 miles",3,89 bhp,2017 (17),60.1,Hatchback,107 g/km,BLACK,"£11,500"
281,Polo,Petrol,1.0L,Manual,"27,792 miles",5,109 bhp,2016 (16),65.7,Hatchback,99 g/km,BLACK,"£11,400"
282,Passat,Diesel,1.6L,Manual,"70,235 miles",5,118 bhp,2016 (16),68.9,Estate,107 g/km,BLUE,"£11,400"
283,Golf,Petrol,1.4L,Automatic,"61,981 miles",5,121 bhp,2015 (15),53.3,Hatchback,120 g/km,RED,"£11,400"
284,Polo,Petrol,1.2L,Manual,"32,011 miles",5,89 bhp,2017 (17),60.1,Hatchback,107 g/km,SILVER,"£11,400"
285,Up,Petrol,1.0L,Manual,"8,954 miles",5,59 bhp,2020 (70),50.4,Hatchback,101 g/km,WHITE,"£11,400"
286,Passat,Diesel,1.6L,Manual,"56,565 miles",5,118 bhp,2016 (16),68.9,Estate,107 g/km,BLACK,"£11,300"
287,Polo,Petrol,1.2L,Automatic,"36,889 miles",5,89 bhp,2016 (66),60.1,Hatchback,109 g/km,WHITE,"£11,000"
288,Golf,Petrol,1.4L,Manual,"50,127 miles",5,,2015 (15),,Hatchback,123 g/km,WHITE,"£11,000"
