,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,MPG,Body Type,CO2,Colour,Price
484,C Class,Diesel,2.1L,Automatic,"65,891 miles",4,170 bhp,2015 (15),64.2,Saloon,113 g/km,BLACK,"£16,400"
485,A Class,Diesel,1.5L,Manual,"36,975 miles",5,107 bhp,2017 (67),68.9,Hatchback,107 g/km,BLACK,"£16,400"
486,E Class,Diesel,2.1L,Automatic,"48,963 miles",4,174 bhp,2015 (65),61.4,Saloon,121 g/km,BLUE,"£16,300"
487,C Class,Diesel,2.1L,Automatic,"76,760 miles",4,204 bhp,2016 (16),64.2,Saloon,109 g/km,WHITE,"£16,300"
488,A Class,Diesel,1.5L,Manual,"41,074 miles",5,107 bhp,2018 (67),68.9,Hatchback,107 g/km,BLUE,"£16,300"
489,C Class,Diesel,2.1L,Automatic,"43,655 miles",4,170 bhp,2015 (15),64.2,Saloon,110 g/km,BLACK,"£16,300"
490,A Class,Diesel,1.5L,Manual,"27,600 miles",5,107 bhp,2017 (67),68.9,Hatchback,107 g/km,WHITE,"£16,300"
491,C Class,Diesel,2.1L,Automatic,"53,880 miles",5,170 bhp,2016 (16),62.8,Estate,114 g/km,BLACK,"£16,250"
492,A Class,Diesel,1.5L,Automatic,"44,528 miles",5,107 bhp,2017 (67),74.3,Hatchback,101 g/km,WHITE,"£16,200"
493,E Class,Diesel,2.1L,Automatic,"61,759 miles",4,174 bhp,2015 (65),61.4,Saloon,121 g/km,SILVER,"£16,200"
494,C Class,Diesel,1.6L,Automatic,"59,438 miles",4,136 bhp,2016 (16),65.7,Saloon,111 g/km,WHITE,"£16,150"
495,A Class,Petrol,1.6L,Manual,"62,204 miles",5,121 bhp,2018 (18),50.4,Hatchback,131 g/km,RED,"£16,100"
496,A Class,Petrol,1.6L,Manual,"33,926 miles",5,121 bhp,2017 (67),50.4,Hatchback,131 g/km,BLACK,"£16,100"
497,A Class,Petrol,1.6L,Manual,"23,826 miles",5,102 bhp,2017 (17),51.4,Hatchback,126 g/km,BLACK,"£16,100"
498,A Class,Diesel,1.5L,Manual,"23,561 miles",5,107 bhp,2017 (67),68.9,Hatchback,107 g/km,WHITE,"£16,100"
499,A Class,Diesel,1.5L,Manual,"34,382 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,GREY,"£16,100"
500,A Class,Diesel,2.1L,Automatic,"42,950 miles",5,134 bhp,2015 (65),70.6,Hatchback,103 g/km,BRONZE,"£16,100"
501,A Class,Diesel,2.1L,Automatic,"65,404 miles",5,134 bhp,2017 (67),70.6,Hatchback,103 g/km,BLACK,"£16,100"
502,A Class,Petrol,1.6L,Automatic,"45,890 miles",5,154 bhp,2015 (65),52.3,Hatchback,126 g/km,WHITE,"£16,100"
503,A Class,Diesel,1.5L,Automatic,"45,624 miles",5,107 bhp,2017 (67),74.3,Hatchback,101 g/km,BLACK,"£16,100"
504,A Class,Diesel,2.1L,Manual,"53,113 miles",5,134 bhp,2017 (17),62.8,Hatchback,116 g/km,BLACK,"£16,100"
505,A Class,Diesel,1.5L,Automatic,"22,846 miles",5,107 bhp,2016 (66),74.3,Hatchback,101 g/km,GREY,"£16,000"
506,A Class,Diesel,2.1L,Manual,"28,445 miles",5,134 bhp,2016 (16),62.8,Hatchback,116 g/km,WHITE,"£16,000"
507,A Class,Diesel,2.1L,Manual,"30,073 miles",5,134 bhp,2017 (17),62.8,Hatchback,116 g/km,WHITE,"£16,000"
508,A Class,Diesel,2.1L,Manual,"21,534 miles",5,134 bhp,2017 (67),62.8,Hatchback,116 g/km,RED,"£16,000"
509,E Class,Electric,2.1L,Automatic,"50,593 miles",5,188 bhp,2015 (65),1.0,Coupe,,BLACK,"£16,000"
510,A Class,Diesel,1.5L,Manual,"34,599 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,BLACK,"£16,000"
511,C Class,Diesel,2.1L,Automatic,"75,206 miles",5,170 bhp,2017 (67),64.2,Estate,114 g/km,BLACK,"£16,000"
512,Gla Class,Diesel,2.1L,Manual,"33,056 miles",5,136 bhp,2015 (65),62.8,Estate,119 g/km,WHITE,"£16,000"
513,C Class,Diesel,1.6L,Manual,"63,528 miles",4,136 bhp,2015 (65),68.9,Saloon,106 g/km,WHITE,"£15,900"
514,A Class,Petrol,1.6L,Manual,"21,958 miles",5,102 bhp,2018 (18),52.3,Hatchback,124 g/km,RED,"£15,800"
515,A Class,Diesel,1.5L,Manual,"56,608 miles",5,107 bhp,2016 (66),68.9,Hatchback,107 g/km,GREY,"£15,800"
516,C Class,Diesel,2.1L,Automatic,"66,840 miles",5,170 bhp,2015 (64),62.8,Estate,115 g/km,GREY,"£15,800"
517,A Class,Diesel,1.5L,Manual,"33,429 miles",5,107 bhp,2018 (18),68.9,Hatchback,107 g/km,WHITE,"£15,750"
518,A Class,Diesel,1.5L,Manual,"35,323 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,WHITE,"£15,750"
519,A Class,Diesel,1.5L,Manual,"42,599 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,WHITE,"£15,700"
520,A Class,Diesel,1.5L,Manual,"36,889 miles",5,107 bhp,2017 (17),72.4,Hatchback,102 g/km,BLACK,"£15,600"
521,A Class,Diesel,1.5L,Automatic,"35,368 miles",5,107 bhp,2016 (16),74.3,Hatchback,101 g/km,WHITE,"£15,600"
522,A Class,Diesel,1.5L,Manual,"51,764 miles",5,107 bhp,2017 (66),68.9,Hatchback,107 g/km,JUPITER RED,"£15,600"
523,A Class,Diesel,2.1L,Automatic,"63,470 miles",5,134 bhp,2016 (16),68.9,Hatchback,108 g/km,SILVER,"£15,500"
524,A Class,Diesel,2.1L,Manual,"43,748 miles",5,134 bhp,2016 (16),62.8,Hatchback,116 g/km,SILVER,"£15,500"
525,A Class,Diesel,1.5L,Manual,"45,532 miles",5,107 bhp,2018 (67),72.4,Hatchback,102 g/km,RED,"£15,500"
526,A Class,Petrol,1.6L,Manual,"22,630 miles",5,102 bhp,2017 (17),51.4,Hatchback,126 g/km,WHITE,"£15,500"
527,A Class,Diesel,1.5L,Manual,"19,476 miles",5,107 bhp,2017 (17),72.4,Hatchback,102 g/km,WHITE,"£15,500"
528,A Class,Diesel,1.5L,Manual,"30,924 miles",5,107 bhp,2017 (67),68.9,Hatchback,107 g/km,WHITE,"£15,500"
529,A Class,Diesel,1.5L,Automatic,"39,248 miles",5,107 bhp,2016 (16),74.3,Hatchback,101 g/km,BLACK,"£15,400"
530,A Class,Diesel,1.5L,Manual,"42,405 miles",5,107 bhp,2017 (67),72.4,Hatchback,102 g/km,BLACK,"£15,400"
531,A Class,Diesel,1.5L,Manual,"30,054 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,BLUE,"£15,250"
532,A Class,Diesel,1.5L,Manual,"48,272 miles",5,107 bhp,2016 (66),68.9,Hatchback,107 g/km,SILVER,"£15,250"
533,C Class,Diesel,2.1L,Manual,"53,290 miles",4,170 bhp,2017 (17),70.6,Saloon,103 g/km,WHITE,"£15,250"
534,C Class,Diesel,2.1L,Manual,"26,657 miles",4,170 bhp,2016 (16),70.6,Saloon,103 g/km,BLUE,"£15,200"
535,A Class,Diesel,2.1L,Manual,"47,139 miles",5,134 bhp,2016 (16),62.8,Hatchback,116 g/km,BLUE,"£15,100"
536,A Class,Diesel,2.1L,Automatic,"75,940 miles",5,174 bhp,2016 (16),67.3,Hatchback,109 g/km,BLACK,"£15,000"
537,C Class,Diesel,2.1L,Manual,"62,554 miles",5,170 bhp,2017 (67),65.7,Estate,108 g/km,BLACK,"£15,000"
538,A Class,Diesel,1.5L,Manual,"45,340 miles",5,107 bhp,2017 (67),72.4,Hatchback,102 g/km,SILVER,"£15,000"
539,A Class,Diesel,1.5L,Manual,"61,736 miles",5,107 bhp,2018 (67),68.9,Hatchback,107 g/km,BLUE,"£15,000"
540,A Class,Diesel,1.5L,Automatic,"52,242 miles",5,107 bhp,2017 (17),76.4,Hatchback,98 g/km,WHITE,"£15,000"
541,A Class,Diesel,1.5L,Manual,"26,548 miles",5,107 bhp,2017 (17),72.4,Hatchback,102 g/km,WHITE,"£15,000"
542,A Class,Diesel,1.5L,Manual,"24,971 miles",5,107 bhp,2017 (17),72.4,Hatchback,102 g/km,SILVER,"£15,000"
543,A Class,Diesel,1.5L,Manual,"34,024 miles",5,107 bhp,2017 (67),80.7,Hatchback,89 g/km,BLACK,"£15,000"
544,A Class,Diesel,1.5L,Manual,"45,126 miles",5,107 bhp,2016 (16),68.9,Hatchback,107 g/km,SILVER,"£15,000"
545,A Class,Diesel,1.5L,Manual,"43,371 miles",5,107 bhp,2017 (17),72.4,Hatchback,102 g/km,BLACK,"£14,950"
546,E Class,Diesel,2.1L,Automatic,"67,382 miles",4,174 bhp,2016 (16),61.4,Saloon,121 g/km,BLACK,"£14,800"
547,A Class,Diesel,1.5L,Manual,"38,813 miles",5,107 bhp,2016 (66),80.7,Hatchback,89 g/km,GREY,"£14,800"
548,A Class,Diesel,1.5L,Automatic,"54,249 miles",5,107 bhp,2016 (16),74.3,Hatchback,101 g/km,WHITE,"£14,400"
549,SLK,Diesel,2.1L,Automatic,"54,885 miles",2,201 bhp,2015 (65),70.6,Convertible,132 g/km,BLACK,"£14,200"
550,C Class,Diesel,1.6L,Manual,"44,891 miles",4,136 bhp,2016 (66),72.4,Saloon,102 g/km,BLACK,"£14,100"
551,A Class,Diesel,2.1L,Manual,"36,838 miles",5,134 bhp,2016 (65),65.7,Hatchback,111 g/km,RED,"£14,000"
552,A Class,Diesel,1.5L,Manual,"44,127 miles",5,107 bhp,2016 (16),72.4,Hatchback,102 g/km,BLACK,"£14,000"
553,A Class,Diesel,1.5L,Manual,"73,423 miles",5,107 bhp,2017 (67),68.9,Hatchback,107 g/km,WHITE,"£14,000"
554,A Class,Diesel,1.5L,Manual,"45,654 miles",5,107 bhp,2015 (65),72.4,Hatchback,102 g/km,BLUE,"£13,900"
555,A Class,Diesel,1.5L,Automatic,"58,862 miles",5,107 bhp,2015 (65),74.3,Hatchback,101 g/km,SILVER,"£13,600"
556,A Class,Diesel,1.5L,Manual,"70,644 miles",5,107 bhp,2016 (16),68.9,Hatchback,107 g/km,GREY,"£13,500"
557,A Class,Diesel,1.5L,Manual,"59,562 miles",5,107 bhp,2017 (17),80.7,Hatchback,89 g/km,RED,"£13,000"
558,SLK,Diesel,2.1L,Automatic,"65,190 miles",2,204 bhp,2015 (15),56.5,Convertible,132 g/km,BLACK,"£12,800"
559,A Class,Diesel,1.5L,Manual,"51,712 miles",5,109 bhp,2015 (15),70.6,Hatchback,105 g/km,BLACK,"£12,800"
560,A Class,Diesel,1.5L,Manual,"75,559 miles",5,107 bhp,2016 (16),80.7,Hatchback,89 g/km,GREY,"£12,200"
561,A Class,Diesel,2.1L,Manual,"83,403 miles",5,134 bhp,2016 (66),68.9,Hatchback,106 g/km,BLUE,"£12,000"
562,SLK,Diesel,2.1L,Automatic,"48,179 miles",2,204 bhp,2015 (15),56.5,Convertible,132 g/km,SILVER,"£12,000"
563,A Class,Diesel,1.5L,Manual,"86,534 miles",5,107 bhp,2016 (66),80.7,Hatchback,89 g/km,BLACK,"£11,700"
564,SLK,Diesel,2.1L,Automatic,"54,826 miles",2,204 bhp,2014 (14),56.5,Convertible,132 g/km,BLACK,"£11,100"
565,B Class,Diesel,1.5L,Manual,"38,794 miles",5,107 bhp,2015 (15),68.9,MPV,108 g/km,SILVER,"£10,400"
